scenario_id,scenario_label,ticker,issue_id,basket_id,basket_label,basket_kind,model,spread_gate,scenario_primary,primary_test,n_observations,n_calendar_sessions,valid_change_coverage,meaningful_shock_days,large_move_days,probability_min,probability_max,max_abs_daily_delta_pp,median_endpoint_spread_pp,first_valid_date,last_valid_date,status,beta_per_10pp,intercept,market_beta,hc3_se,hac3_se,hac3_low,hac3_high,hc3_low,hc3_high,p_value_hac,p_value_hc3,r_squared,bootstrap_low,bootstrap_high,bootstrap_valid_draws,leave_largest_beta,leave_largest_relative_change,largest_move_date,leave_largest_sign_stable,q_value_bh_primary,q_value_hc3_primary,q_value_conservative_primary,evidence_grade,bootstrap_excludes_zero,tight_status,tight_n_observations,tight_beta_per_10pp,loose_status,loose_n_observations,loose_beta_per_10pp,tape_window,executions,active_days,top_five_print_volume_share,liquidity_validation_status,liquidity_veto_reasons,robustness_screen_status,robustness_failures
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_technology,Technology sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,-0.011105336389931534,-0.0006100212618327017,1.9648881943152972,0.05034440373438204,0.04490577195421651,-0.1019358335789667,0.07972516079910362,-0.11293650469813088,0.0907258319182678,0.8059709731392707,0.8265645246884561,0.6184812203995601,-0.10096519131181517,0.06461871095795099,500.0,-0.0215591238899677,0.9413301077051495,2026-07-10,True,0.9211096835877379,0.9915527907147141,0.9915527907147141,pilot_observational,False,estimated,42,-0.011105336389931534,estimated,42,-0.011105336389931534,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_consumer_discretionary,Consumer discretionary sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,0.004913915043225438,-0.0009282714180100863,1.1312494102625081,0.0477529581450516,0.040348611739251035,-0.07669885555784628,0.08652668564429716,-0.09167555980166592,0.1015033898881168,0.9036934963712505,0.9185673975756491,0.380436297278797,-0.07043067433251211,0.08373483214208993,500.0,0.004727471823279816,0.03794188916689982,2026-07-10,True,0.9558334240855805,0.9915527907147141,0.9915527907147141,pilot_observational,False,estimated,42,0.004913915043225438,estimated,42,0.004913915043225438,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_communications,Communication services sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,0.010654407930009269,4.711439928291512e-07,0.7248093665008114,0.037882186562708024,0.03514897381934233,-0.060441102262984284,0.08174991812300282,-0.06596954686151885,0.08727836272153738,0.7634083908830271,0.7800046578374759,0.16386634870332306,-0.05055514435283288,0.08437706181227345,500.0,0.023492464488027207,1.2049526019984829,2026-07-10,True,0.9004304097594679,0.9915527907147141,0.9915527907147141,pilot_observational,False,estimated,42,0.010654407930009269,estimated,42,0.010654407930009269,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_industrials,Industrials sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,0.018673036269988844,-0.0013703978177668926,0.7909574242540951,0.02553436654849091,0.021578411072647734,-0.024973419875476428,0.06231949241545412,-0.032975095096534124,0.07032116763651182,0.39213481318209753,0.46897313001122976,0.361961777880454,-0.02503580016278441,0.059015534346298595,500.0,0.025434537922122198,0.3620997439500712,2026-07-10,True,0.7073804473088818,0.9915527907147141,0.9915527907147141,pilot_observational,False,estimated,42,0.018673036269988844,estimated,42,0.018673036269988844,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_utilities,Utilities sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,0.026799039388632366,-0.0012951005662923934,-0.03057235027308859,0.02555494318847581,0.02335445896064432,-0.02043981269343407,0.07403789147069881,-0.024890712160752927,0.07848879093801767,0.25816929744407463,0.3007795063937284,0.020504625377559038,-0.018378383159199835,0.07358406814118859,500.0,0.04300896546015252,0.6048696685149131,2026-07-10,True,0.6013057054393637,0.9174737754878881,0.9174737754878881,pilot_observational,False,estimated,42,0.026799039388632366,estimated,42,0.026799039388632366,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_real_estate,Real estate sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,0.04276051113152855,-0.00032780388100536246,0.04470503939178057,0.03923321240388478,0.035086820350153126,-0.028209281803687217,0.11373030406674432,-0.036596151361682816,0.12211717362473992,0.23027660387625332,0.2824432610986773,0.05602472674873815,-0.02059344061030696,0.12241233807102983,500.0,0.0575149127166057,0.3450473624997972,2026-07-10,True,0.5884846543504252,0.9174737754878881,0.9174737754878881,pilot_observational,False,estimated,42,0.04276051113152855,estimated,42,0.04276051113152855,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_energy,Energy sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,-0.030971288826769902,0.0042181133432985535,-0.7521694248308978,0.02576518488574969,0.01992849355732016,-0.07128047179517248,0.009337894141632677,-0.08308629434824419,0.021143716694704384,0.12823402044993915,0.23658862529956784,0.16865114309513074,-0.07538926536950194,0.009943455364239911,500.0,-0.02991867555136324,0.03398674434551919,2026-07-10,True,0.4626482306429177,0.9094769698122832,0.9094769698122832,pilot_observational,False,estimated,42,-0.030971288826769902,estimated,42,-0.030971288826769902,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_financials,Financials sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,0.03592303448785018,0.000716134787822581,0.5687450380575676,0.029428382137351383,0.028640165558901344,-0.02200716833648913,0.0938532373121895,-0.023601486852742465,0.09544755582844283,0.21720283476384195,0.2295312814728832,0.35348285757944087,-0.014856177583940018,0.09351429340107625,500.0,0.041402738788869284,0.15254012861503766,2026-07-10,True,0.5709331656649559,0.9094769698122832,0.9094769698122832,pilot_observational,False,estimated,42,0.03592303448785018,estimated,42,0.03592303448785018,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_healthcare,Healthcare sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,-0.01736446905647008,0.0015789244225273967,-0.15841407463900123,0.062379148001745634,0.053800564403450366,-0.1261863821681821,0.09145744405524195,-0.14353820531923023,0.10880926720629008,0.7486039006274222,0.7821991534866941,0.013828086117594007,-0.13262734094249654,0.064483450898277,500.0,-0.034396309425515206,0.9808442926562726,2026-07-10,True,0.8886652755835206,0.9915527907147141,0.9915527907147141,pilot_observational,False,estimated,42,-0.01736446905647008,estimated,42,-0.01736446905647008,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
house_dem,Democratic House victory,CONTROLH-2026-D,taxes_fiscal,sector_staples,Consumer staples sector,sector,market_conditioned,0.1,True,True,42,43,1.0,8,0,0.815,0.855,1.0000000000000009,1.0,2026-07-09,2026-09-04,estimated,0.023646159293878564,0.00012276574025582657,-0.15740121816691663,0.043477828824634496,0.037419364079630035,-0.05204164866353883,0.09933396725129595,-0.06429605029262218,0.1115883688803793,0.5311242691095862,0.589628799699603,0.022512899368766326,-0.04084593800765125,0.09683314605270589,500.0,0.04562093356948905,0.9293168502547997,2026-07-10,True,0.784171318772089,0.9915527907147141,0.9915527907147141,pilot_observational,False,estimated,42,0.023646159293878564,estimated,42,0.023646159293878564,Latest 28 calendar days; shorter than full equity regression window,4133,28,0.264909557444741,passes_descriptive_tape_gate,,not_ready_for_sizing,conservative_q_not_below_10pct|block_interval_includes_zero_or_unavailable|fewer_than_10_meaningful_days|fewer_than_3_moves_exceeding_quote_noise_rule
