ticker,date,close,adjusted_close,volume,adjusted_return_1d,currency,source,retrieved_at,raw_file
MSFT,2026-07-08,383.3399963378906,382.6197204589844,25908300,-0.014144606893393474,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-09,384.3599853515625,383.6377868652344,31083200,0.0026607787100694225,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-10,385.1000061035156,384.37640380859375,24644600,0.001925297686118821,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-13,390.989990234375,390.2553405761719,28914900,0.015294738983264056,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-14,384.92999267578125,384.20672607421875,27863900,-0.015499120378526965,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-15,395.6300048828125,394.8866271972656,36253700,0.02779727786697772,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-16,401.1000061035156,400.3463439941406,37047400,0.013826036185691448,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-17,393.82000732421875,393.08001708984375,33049800,-0.01815010181385157,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-20,402.2900085449219,401.53411865234375,27915800,0.02150732979277281,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-21,397.75,397.00262451171875,24126600,-0.011285452294400034,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-22,390.3399963378906,389.6065673828125,28142500,-0.01862974366480019,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-23,381.5799865722656,380.8630065917969,30351800,-0.022442026195170772,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-24,381.70001220703125,380.9828186035156,27659400,0.0003145803337292197,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-27,389.1000061035156,388.368896484375,27856200,0.019386905446111324,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-28,393.3500061035156,392.61090087890625,32367500,0.01092261618510415,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-29,390.5400085449219,389.8061828613281,47209000,-0.007143759919297832,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-30,451.1000061035156,450.2524108886719,110160700,0.15506739165511707,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-07-31,464.7200012207031,463.8468017578125,60846000,0.030192821938052727,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-03,487.6499938964844,486.73370361328125,66762100,0.04934151053480518,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-04,492.80999755859375,491.884033203125,50455500,0.010581411460949042,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-05,487.4599914550781,486.5440673828125,33388900,-0.010856147912626679,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-06,499.8599853515625,498.9207458496094,36441500,0.025437939328646575,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-07,499.989990234375,499.0505065917969,28846200,0.00026008287542045316,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-10,506.05999755859375,505.109130859375,31206100,0.012140302810139891,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-11,503.80999755859375,502.86334228515625,23049800,-0.0044461452724045,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-12,492.42999267578125,491.5047302246094,29001500,-0.022587870511558972,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-13,496.8800048828125,495.9463806152344,23039000,0.00903684159579754,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-14,495.3999938964844,494.4691467285156,16217600,-0.002978616125570266,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-17,480.3500061035156,479.44744873046875,29635800,-0.03037944449604746,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-18,481.6300048828125,480.72503662109375,24087600,0.002664708914413838,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-19,484.30999755859375,483.3999938964844,19961900,0.0055644226358424476,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-20,481.1499938964844,481.1499938964844,20020800,-0.004654530468367835,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-21,483.239990234375,483.239990234375,22510800,0.004343752186226402,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
MSFT,2026-08-24,487.30999755859375,487.30999755859375,17230800,0.00842233136012771,USD,Yahoo chart adjusted close,2026-09-08T18:03:32.664874Z,C:\Users\Viet An\OneDrive\Documents\ChatGPT\prediction-markets\data\midterm_research_20260908\equities\raw\yahoo_MSFT_1a17a7eb4b3848.json.gz
